,file_id,image_type,has_ships,rgb_r,rgb_g,rgb_b,lab_l,lab_a,lab_b,dom_l,dom_a,dom_b,object_size
0,00189cc36,land,False,110.19657897949219,106.65612453884549,89.08376566569011,44.303880625409334,-1.8337352767515425,10.61688091135485,37.51847606940306,-3.061379100321304,9.74356925345758,118
1,001f04ca3,land,False,106.75823296440973,109.58343675401476,94.82427300347223,45.192003663913454,-3.9425961657270157,8.069885077151625,38.52935325906364,-5.679406159288181,9.44169284928908,442
2,004514d4e,land,False,136.10289849175348,117.1321529812283,93.80381944444444,50.28164844752227,3.630088538795245,15.627771831404736,52.001633208975235,4.591246402462424,16.370874198441147,190
3,0097ba701,land,False,54.8309326171875,68.42639838324652,55.132598876953125,27.296689550296094,-7.963640560551563,6.543981518130646,22.95003588535564,-14.905408469634317,5.973722440557861,68
4,00b6a23c2,land,False,53.95950147840712,75.53097703721788,54.02141316731771,29.491585590258996,-13.264594217325248,10.221611577406293,33.94296349549363,-14.424321765918627,11.10044605880932,1566
5,00ed5f01b,land,False,28.74700927734375,52.59098815917969,44.89220852322049,19.823541147263708,-11.433544056666447,1.985884468742506,19.38459698840671,-11.507346363966123,1.5155488005116713,28
6,00efe6d6c,land,False,111.39546373155382,119.6319071451823,111.26349555121527,48.259478551586895,-4.882461913871932,3.7212597980492936,38.57947904365169,-6.19296660544587,4.973952251958834,-1
7,010617112,land,False,67.93313768174913,82.1248796251085,68.87195163302951,33.12960070269276,-8.401182011429515,6.236617157406092,22.594402774883253,-11.553256214620102,8.175273451226198,1468
8,0106f90ae,land,False,40.501247829861114,59.53968471950955,42.40206739637587,22.648106564372323,-11.329047425894391,8.119241061346214,28.276766703971113,-13.835612528400537,11.871692617412068,2744
9,013ee251e,land,False,48.16586134168837,63.2541758219401,68.16346232096355,24.381551693372856,-4.314162479685857,-5.075852370495075,10.336924798830445,-4.725078986213802,-6.835436846268688,990
10,015b3c123,land,False,53.595938788519966,67.913575914171,69.46753607855902,26.47532799541092,-5.01321843688475,-2.8953399295234785,11.113479635648952,-5.40500935033204,-5.748624444683995,1863
11,015f5051f,land,False,53.42164272732205,57.87257385253906,43.72030470106337,23.48314002190658,-4.858400832563727,8.21562526971759,22.480417518268585,-2.6018944820353496,6.691281647381493,38
12,01973eba5,land,False,140.0774620903863,118.44828626844618,93.9073994954427,51.16217618404924,4.572670904213036,16.668234720029563,48.46495283857023,4.8122834879903005,16.145366375704327,166
13,019bd7ee0,land,False,85.61862521701389,77.6617668999566,58.207266913519966,32.92733402883878,0.0015184436488009162,12.75492937196431,31.584873451223633,0.08851141599471316,12.727121968081352,166
14,01be82522,land,False,29.155656602647568,50.18994140625,40.66338772243924,18.840683135867593,-11.0148318275872,3.412643852792987,20.163638978857946,-10.118845607761283,2.5000449012013997,-1
15,0210dc4fb,land,False,39.56446668836806,57.82044813368056,34.19539048936632,22.059958888947833,-12.780964655281462,12.3687728646128,18.07817020410863,-15.349103015511067,13.908254896844968,4
16,02192e46a,land,False,79.62335713704427,95.33723449707031,69.11216057671442,38.445477856049216,-11.420214075508712,13.121485276350706,38.76709036731131,-13.89145698833547,14.374162935244906,2
17,02526cba2,land,False,93.02608405219183,92.2805887858073,74.31606547037761,38.442252813498776,-3.044495953220906,10.507490582563626,36.058193054866756,-3.197796016494486,11.814476789496503,558
18,02535bfb0,land,False,96.45753648546007,89.71015082465277,81.44749959309895,38.198499176123285,1.243981389966687,5.845289712200599,23.814009650110577,-2.222775863897471,4.190318511778978,1806
19,025a721a8,land,False,37.38446723090278,55.30284966362847,41.767130533854164,21.223066114343208,-10.3494051175721,6.336753881936906,21.95429981476358,-12.778479879621514,5.980930215170413,697
20,027444fb7,land,False,89.11444769965277,89.64219835069444,63.82359653049045,36.939181808748586,-4.94084452676548,14.871538028202565,45.410497941335436,-0.5885656975410578,18.172996399272243,300
21,027483868,land,False,43.5354258219401,62.55790879991319,42.24313524034288,23.978318185041744,-12.115353157196303,9.94862988822468,28.95220778895591,-13.670798925462925,11.541489537867394,1522
22,027e8d30e,land,False,46.08292812771268,62.50779554578993,53.965250651041664,24.749561949556988,-8.554082339325534,3.194621462103638,22.753672423341186,-10.959164375485452,1.1646987281257988,114
23,0291120e0,land,False,80.45479838053386,91.60636054144965,87.35437689887152,37.84583909826784,-5.285229894028006,0.980822895452325,36.33895475461009,-5.14571118870363,0.3485353129190556,855
24,02c59b6ba,land,False,31.736473931206596,57.01995510525174,35.34247504340278,21.371564718176597,-14.66404056778135,10.473038389864277,17.333421106087933,-17.56587647060737,11.374744973220032,19
25,02e35cc36,land,False,79.4541015625,77.56073676215277,59.64400397406684,32.15604687599786,-2.5140206468561366,10.724858908033987,39.233687780271,-2.9086742021191894,15.046764811898335,157
26,03025cb90,land,False,24.622804429796005,53.54088168674045,42.458914862738716,19.865988943208023,-13.987529354798934,3.651019247264961,21.243585947937973,-12.006859603610588,0.7494208862297285,109
27,030b5be80,land,False,77.857179429796,65.337159898546,46.23854234483507,28.33961807053405,2.1195164131720037,13.67795261325589,26.289138990879643,2.2073453456648195,13.23018109765087,25
28,0326cb6bd,land,False,25.091393364800346,51.677398681640625,41.72849867078993,19.14853080382802,-12.501938453987972,3.2505169319905307,18.11563082344497,-14.037536324076763,2.35766238346399,18
29,032d6ef4f,land,False,87.93092176649306,97.01588270399306,85.58626641167535,39.436362584727206,-6.075506064966621,5.603523221060329,25.56614473982097,-8.867920905502604,7.289585410820455,1695
30,034a04f66,land,False,26.161373562282986,38.82428317599826,36.24994405110677,14.338631513347444,-5.727127750863454,0.00901043516000186,8.184230479500862,-6.646905355490532,-0.5287656425712777,330
31,035aa060b,land,False,23.536156548394096,51.97309366861979,48.20206536187066,19.4002773451253,-11.70296948929646,-0.9330925818960757,18.383322034875057,-12.741046266464277,0.46120208831233656,1
32,0362dbcf3,land,False,73.89171346028645,92.6058349609375,69.80337863498264,36.72808844417427,-12.148011242908167,11.081400190840645,23.183281889747654,-12.929454106651026,11.930636018174908,2217
33,000194a2d,mixed,True,95.91053771972656,119.61236741807726,106.95050218370226,48.05903881459814,-11.097259025068235,4.170758369592647,39.08499845776903,-13.969671136118642,-0.28646839177947303,103
34,00104f16f,mixed,False,28.84637959798177,45.93110656738281,57.28893534342448,17.81079869619134,-1.147290750877434,-9.574379000734092,11.450668471747868,-0.7633228909490761,-15.738322855562235,84
35,0017c19d6,mixed,True,66.90779283311632,77.08828396267361,68.11384752061632,31.398661291878383,-5.0128685037449285,3.8851608380588463,20.409363442811223,-5.640531540428324,-6.176041677508513,110
36,00196e715,mixed,False,4.379726833767361,14.89284939236111,44.00911119249132,5.622445310486705,5.275775991379593,-19.171698452076036,3.742136974193831,7.3775650231266505,-20.91323555856191,829
37,002943412,mixed,True,85.33763292100694,113.84329901801215,110.6787618001302,45.71961438794107,-10.85501017188287,-1.5294110103231962,49.147877358517555,-11.8882908273743,-2.404732082579823,260
38,002c872c1,mixed,False,27.670166015625,56.11118740505643,37.99220445421007,20.85670719251581,-15.139595292433594,7.926184843116117,27.131489399850402,-16.333972910018915,10.155701262147144,49
39,005818de8,mixed,False,46.29679192437066,86.22204250759549,79.49317762586806,33.70081187023603,-15.70453065905342,-0.4096918704077684,34.26073551541316,-16.34604618435499,-0.7964406803325248,647
40,0062e4cf1,mixed,True,18.197791205512154,43.014434814453125,50.56301710340712,15.969819747607268,-5.04644278825633,-7.8547828399332325,10.089215715683803,-3.779682661453622,-13.308221119480105,173
41,0067a8e04,mixed,True,50.0504879421658,64.65699598524306,68.56017218695746,26.22747441252151,-4.094680047973401,-4.394483503188091,17.787817636807066,1.228759343428104,-12.5015516947617,532
42,0068b3804,mixed,True,36.49997795952691,72.57060411241319,81.79025268554688,28.62016836510871,-9.892734646839985,-9.493562002873773,28.54527083451822,-9.790512478813774,-10.04013096792054,2068
43,007afac42,mixed,False,57.40790473090278,75.94202338324652,73.62910970052083,30.472053903176555,-6.979090412080636,-0.7014358072013076,20.32183584710597,-7.3419115548125475,2.834904240687856,674
44,007be06e8,mixed,False,25.43734910753038,98.31139458550348,118.7760738796658,38.3996160581137,-14.201735942812753,-17.785653649180677,41.57212087546129,-15.804030015921459,-17.58909743305939,485
45,009fb265e,mixed,False,33.3537105984158,46.61920844184028,46.56471591525607,17.825363812738363,-3.7056123566502612,-1.9744672574313347,6.370476125580339,-0.5051859008167296,-13.598553031578374,277
46,00a5ebe44,mixed,False,106.92709350585938,111.67272610134549,98.87229919433594,44.49330378437191,-4.737012355897406,6.817503468049959,19.69441511350323,-8.474551722704916,7.201951803271654,72
